P35916	73295800	1
P34913	3186974	1
P28482	118045914	1
Q9NWZ3	118206720	1
P04150	16665452	1
Q13085	67491677	1
P22607	68162588	1
P24723	5327952	1
O14757	23646811	1
P48048	122197834	1
P13866	90656986	1
P51449	71612301	1
Q96GD4	66762837	1
P68400	89888209	1
P42892	10330979	1
Q14680	89754110	1
Q9Y233	71537869	1
O76074	53361645	1
P49356	44315546	1
P04629	77304256	1
P50579	11670580	1
P41145	5359272	1
P11802	58299810	1
O00329	56652920	1
O00329	90232773	1
P28482	118365016	1
P22303	9888147	1
P68400	68335203	1
Q96PY6	91825453	1
P11802	5330321	1
P11802	5330690	1
P28482	92044605	1
O76074	11683591	1
P21397	1519955	1
P11309	59455685	1
P31749	117704698	1
P50750	59508963	1
P05556	44310233	1
P50579	78111463	1
P21802	44137946	1
Q00987	71020668	1
O00329	90232807	1
Q06187	71008224	1
P22303	60785933	1
Q14680	71666183	1
Q16539	23433741	1
P52333	86302097	1
O14920	20823993	1
P11309	72548437	1
P11309	59226496	1
P56817	90413827	1
O00421	54771743	1
Q15349	89524050	1
Q7Z2W7	91937551	1
P52333	89630140	1
P11309	59226517	1
Q13490	71472353	1
P49841	9549289	1
Q13946	57698192	1
O00329	66882625	1
P12931	59837780	1
Q9Y233	58548253	1
P04629	118341217	1
P04629	121231275	1
P17948	9809715	1
P12931	5330442	1
P31645	10594234	1
Q9HBH9	58413287	1
P08581	84973170	1
Q15858	86702899	1
P09960	24901631	1
P25101	10575755	1
O60885	91826370	1
P50579	10402833	1
P12821	44581584	1
P25440	91826377	1
Q9Y233	59326866	1
P00797	117883209	1
P13866	89476819	1
Q05655	5327953	1
P43681	10654891	1
Q14680	71667771	1
P31751	66555817	1
P50750	90413141	1
P05067	71271537	1
P08631	5328940	1
P04629	90683789	1
O15530	68211543	1
P25774	123985	1
P04035	37888681	1
P31749	118159092	1
P11802	58300208	1
Q96GD4	66763183	1
P31751	66555467	1
P25774	16108891	1
P29475	24894153	1
P35968	24901714	1
P41597	67774784	1
P28482	118045741	1
P08581	67775234	1
P08581	89443347	1
P56817	5327063	1
P28482	118045925	1
Q00535	25190762	1
Q14680	66716032	1
O14920	9900652	1
Q9NWZ3	118473032	1
P05067	122238738	1
P29475	44546584	1
P36888	58299762	1
P49841	121237853	1
P04629	56944947	1
P31749	89450384	1
P31751	86766572	1
P11309	91937585	1
P11362	68170152	1
P12931	11619862	1
Q15059	91826395	1
P56524	71230826	1
P56817	67979425	1
P09960	24901621	1
P11597	71532005	1
P50750	90412012	1
Q9NWZ3	68328348	1
P11802	58299724	1
P28482	118369749	1
P06493	5282335	1
P11802	58299597	1
Q15349	89523816	1
Q00987	71586275	1
P23443	66763131	1
P31639	71078423	1
P28482	70997213	1
O14920	25263293	1
P23443	66762907	1
P23443	89450707	1
Q9UBN7	15986509	1
Q9NWZ3	118206677	1
P05556	22093322	1
P24557	44209342	1
P00533	5328255	1
P28482	89536121	1
P25774	71712179	1
P68400	68335259	1
Q9HBH9	91808114	1
O00329	76286978	1
P05091	71504062	1
P23946	90657079	1
P23946	90657063	1
P25774	71711358	1
P56817	44143268	1
Q15349	68323500	1
Q16539	23647350	1
P45983	71208328	1
P27815	44142093	1
P11597	89522501	1
P25101	10673969	1
P52333	89616006	1
P31749	46868920	1
Q15059	86293723	1
P51449	86690642	1
P68400	68335204	1
P27815	53344586	1
Q00987	58438064	1
O15379	90116306	1
P56817	78320727	1
P28223	443391	1
P22607	68004841	1
P24557	44374965	1
P49682	89610770	1
P52333	117652433	1
Q15119	46191677	1
P13866	71510275	1
P05177	10830746	1
Q00987	71586368	1
P22607	50938620	1
O00763	91668860	1
Q05655	5327959	1
P35968	68169915	1
P11802	58299732	1
O95271	121494172	1
P23443	89445410	1
Q02750	117892665	1
P25774	71577739	1
P22303	11192952	1
P11362	5330147	1
Q9Y233	58546841	1
P23946	10324367	1
Q9Y233	58548652	1
P22607	71612128	1
P52333	49782469	1
P24941	9858586	1
Q9NWZ3	118206370	1
P04629	49782469	1
O76083	72540662	1
P04629	90683871	1
Q96S37	68184389	1
P28482	5341508	1
P00519	5327893	1
P10415	112500262	1
P24941	5329999	1
P28482	92044880	1
P12931	16040368	1
P11309	68109189	1
Q9HBH9	58413297	1
P50579	121237912	1
P41145	44308032	1
P00797	117877377	1
Q15858	71586330	1
O95271	121494197	1
Q7Z2W7	68310502	1
P36888	52935812	1
P28482	89536070	1
P07333	118009813	1
P24557	91929192	1
O95271	121494210	1
P05556	44289093	1
P56817	90413665	1
P11802	67356716	1
P35968	68162092	1
P28482	118365281	1
P49682	71679476	1
P28335	443391	1
P12931	59837807	1
P68400	53320899	1
O14757	60138168	1
P11802	5330655	1
P00533	5166	1
P36888	11496629	1
Q9Y233	71288490	1
P23443	89450416	1
P43403	44180013	1
P16473	122172677	1
P11309	91937565	1
P28482	76071935	1
P11362	68170143	1
P00519	5330081	1
Q9Y233	54760023	1
P52333	68358605	1
O15379	60207699	1
P49841	6539485	1
P52333	91669308	1
Q99572	86281295	1
P24723	44310758	1
O00763	56967947	1
Q92769	5352062	1
P36888	66546888	1
P21397	105624050	1
Q15858	124222008	1
P56817	44143274	1
P30518	10672170	1
P28482	118045615	1
Q9Y233	90117647	1
O00421	68003506	1
P12931	44308690	1
Q96PY6	91825355	1
Q9Y233	91799539	1
P11362	89639204	1
P22303	11249560	1
P53634	90430943	1
P33316	67021737	1
Q96PY6	91825406	1
Q16539	73296909	1
P68400	68336148	1
P31749	71516713	1
P23443	89450683	1
P45983	71208939	1
P04818	10366939	1
P22607	68005600	1
P28482	118380993	1
P49841	91020834	1
P28482	92044911	1
P23443	117704718	1
P10275	10640594	1
P28482	118365040	1
P56704	71227038	1
Q96PD7	89857034	1
P28482	92044620	1
P22607	86766796	1
P08631	76192269	1
Q96PY6	91825401	1
P41597	86767119	1
P53634	91970501	1
P68400	68336168	1
P28482	92044687	1
P18858	16735862	1
P49841	6539375	1
P49841	91895703	1
P37231	54765349	1
P10721	11654378	1
O14757	54596283	1
P31751	46868920	1
Q06187	90656058	1
P12931	73296911	1
Q9Y233	122164762	1
P08581	49782688	1
P11309	58303644	1
P08581	71699887	1
P24557	10479578	1
P22607	68168858	1
P11309	58303720	1
O60563	118274182	1
P24557	10050856	1
P68400	68336042	1
P00533	57335537	1
P08581	58190583	1
P06737	10477191	1
Q9Y5Z0	66557908	1
Q00987	71680444	1
P10415	112500305	1
P21802	66554717	1
P00533	5328313	1
P08514	44381959	1
P11802	5329750	1
Q9HBH9	86763892	1
Q9Y233	53251627	1
P08581	71699929	1
P52333	49838897	1
Q9UGL1	90442348	1
P11511	14872637	1
P23443	66763781	1
P00533	25118036	1
P37058	11267583	1
P22303	10428809	1
Q13255	73335340	1
P35372	117862230	1
P28482	118395337	1
Q05469	56602662	1
P31749	89442711	1
P50750	90412836	1
P04629	67500602	1
P07333	118009803	1
P11309	46174435	1
Q7Z2W7	91937427	1
P68400	68335462	1
P10721	71280532	1
Q92731	17282542	1
P35968	51001120	1
Q96PY6	91825528	1
P25101	10526002	1
P31749	89450301	1
O00329	66655821	1
P78527	56847344	1
P11511	11603462	1
Q9NWZ3	71659987	1
P55210	90654527	1
P68400	68335143	1
Q15858	118864957	1
O60563	70794017	1
P06493	5330802	1
P00533	5328955	1
Q07869	90656433	1
P31749	23647555	1
P19793	44353422	1
P07333	118009845	1
P28482	118381094	1
P36888	66548890	1
Q9Y233	66636040	1
P22303	91937732	1
P25774	71679875	1
P24941	23645059	1
P01112	10770859	1
P08581	90655794	1
Q9NWZ3	118206719	1
P04049	16719221	1
P12931	5330446	1
P04629	67500732	1
P09619	5329168	1
P53634	90440135	1
P48067	118013347	1
P13866	89476914	1
O14757	16124957	1
P13866	89476740	1
Q7Z2W7	91937536	1
P55055	25107513	1
P00797	15659182	1
P22607	68169988	1
P35968	71621786	1
P06493	44385064	1
P04629	46189101	1
Q9Y243	15604547	1
P26010	20793908	1
Q15746	5327858	1
P52333	117884551	1
P52333	91937349	1
P28482	122362917	1
Q9HBH9	58413376	1
Q9Y233	90117655	1
Q16584	11067837	1
Q16539	11624479	1
P09960	24901584	1
P34913	3236166	1
Q7Z2W7	91937491	1
P10619	68295232	1
Q9HBH9	117793068	1
P50579	121238010	1
O15379	6918638	1
Q9NWZ3	118206469	1
Q9NWZ3	118206056	1
P21802	68005649	1
P53634	90430727	1
P00533	5328304	1
P07949	25023834	1
P68400	58314532	1
P13866	89477026	1
Q16539	76192153	1
P09619	5327906	1
Q15059	91826354	1
P31749	72696079	1
P09619	10421346	1
P12931	59837600	1
P49841	6538746	1
P31645	49805025	1
P11362	90349067	1
P49682	117740233	1
Q9NWZ3	90275601	1
Q9Y233	59327163	1
Q04759	44253795	1
P11362	90349064	1
Q96PY6	91825524	1
Q15858	124222066	1
P12821	54468999	1
P53634	91937202	1
Q9NWZ3	88938056	1
P11309	44217531	1
Q9BUB5	11524144	1
Q9GZT9	68297248	1
P28482	118381018	1
P56817	50914546	1
O76074	89694935	1
Q9NWZ3	118206313	1
Q06187	90008744	1
P56817	90412788	1
Q05397	58522666	1
P24557	10669723	1
O76083	44607344	1
P31749	23647590	1
Q7Z2W7	68289968	1
P56817	23647392	1
P11362	90344055	1
P10415	112500363	1
P45983	71217342	1
P25774	57335345	1
Q9NWZ3	118206818	1
O00763	90315280	1
P12931	5327896	1
P07333	52933057	1
Q9NWZ3	71668021	1
Q02750	11698074	1
P35968	69810773	1
P41597	68004010	1
P22303	90654889	1
P22303	90654211	1
P35610	10480167	1
Q99572	121224984	1
P00533	5328412	1
P06239	71577234	1
P25101	10791694	1
P45983	50942840	1
P41594	86711406	1
P08235	71544946	1
P49356	44315661	1
P13866	89476756	1
P22607	71612249	1
P49354	10138363	1
Q9Y233	58546842	1
P56817	90412358	1
P05067	72705386	1
O00763	90429559	1
P28482	73506495	1
O00408	89968384	1
P52333	58293091	1
P28482	89536028	1
P56524	71230717	1
Q9Y233	59326968	1
P10415	112500293	1
P12931	16040367	1
Q06187	71008593	1
Q9Y233	91799499	1
Q9NWZ3	118206915	1
P28482	89535995	1
P11309	60141981	1
P31749	117704721	1
Q96GD4	49766521	1
Q92769	24881330	1
P04629	58386274	1
O60563	118274190	1
P28223	67495067	1
P68400	58314464	1
Q00987	71679282	1
P04629	58386308	1
Q06330	17747070	1
P11802	67354854	1
P31639	71076824	1
P22607	44549025	1
P23443	89450735	1
P24941	6539387	1
O15530	68211304	1
Q9NWZ3	71656368	1
P05067	71529262	1
P49841	6539381	1
P53778	76192085	1
Q15858	124221848	1
P49841	121231179	1
P53634	91937218	1
O00763	91824965	1
P04629	67471091	1
Q9Y5Z0	66558600	1
P00797	10052707	1
P53778	76192152	1
P11309	59455625	1
P10415	112500282	1
P50750	86293965	1
P28482	118365151	1
P10721	71280529	1
P00533	5328375	1
P31749	71516767	1
Q9NWZ3	118206743	1
P28482	118365187	1
P28482	118045720	1
Q08345	60202316	1
O00329	90232572	1
P10415	112500318	1
Q05397	58522576	1
Q9UBN7	60164937	1
P21964	67406947	1
Q05397	58525323	1
P78527	89350078	1
Q9NWZ3	90275532	1
P09960	24901616	1
P28482	118054573	1
P33981	54767990	1
P11362	89639198	1
P00533	25263279	1
P51449	89659376	1
P52333	68290784	1
Q05655	44251773	1
P35968	51001625	1
Q9NWZ3	118206431	1
P09917	10348803	1
P00519	44381268	1
O60563	50907434	1
P10721	71280864	1
P68400	68335942	1
O00329	56650871	1
Q02750	117876865	1
P31749	77462150	1
P11309	59226507	1
Q15858	124222115	1
O00408	90005970	1
P28482	71554868	1
P50750	90412090	1
O14920	20823982	1
Q00987	91801067	1
P06241	11153014	1
Q14680	66716163	1
Q00987	71738809	1
P68400	68336077	1
P04150	7275458	1
P05556	20687515	1
P50750	86294532	1
P50579	121237996	1
P68400	68335658	1
P08631	76192010	1
P34998	58317373	1
P00797	10395018	1
O00329	86762993	1
Q96PY6	91825396	1
Q05397	58522646	1
P31749	11526364	1
P07900	67985727	1
P35968	51000963	1
Q13946	57698273	1
P11362	71612127	1
P11511	11568594	1
Q9NWZ3	118206044	1
P56817	67979498	1
P22303	16094871	1
P78527	56847216	1
P32239	15667011	1
P68400	58313726	1
P31749	91276984	1
P04049	71621202	1
O14757	54597282	1
P78527	56847641	1
P23443	46869642	1
Q00987	78113953	1
P49841	16065220	1
P31749	89736363	1
P41145	44307234	1
P04035	44392531	1
P00533	90655171	1
P37231	71099259	1
P00797	15172674	1
P01042	60142440	1
Q15303	4708	1
P13866	90657035	1
Q00987	68000913	1
P28482	118045399	1
P30518	56848556	1
P11362	68005283	1
P49682	124037261	1
P11309	91937591	1
Q9NWZ3	58056170	1
O00421	68004137	1
P11802	3035817	1
P04629	118009775	1
P11511	122362946	1
P11309	72549369	1
P28482	92044865	1
Q9Y233	58547135	1
P56817	118796783	1
P23443	89450286	1
O76083	74325306	1
P00533	5280442	1
P28482	92044812	1
Q9Y233	58547000	1
P49356	44315787	1
Q02763	25138148	1
P41145	44303692	1
P11362	89622471	1
P21802	68004774	1
Q00987	89601440	1
P16234	3062316	1
Q14680	71667776	1
O00329	117738603	1
P08581	58190606	1
O14920	25093431	1
P28482	60198658	1
Q16539	9923086	1
P04629	5279	1
P41145	10033525	1
P23443	71516735	1
Q15059	86292969	1
P11309	72550058	1
Q9Y243	24964624	1
Q15119	102594417	1
P00533	10159951	1
P11309	71522393	1
P31645	49805024	1
Q15858	86345059	1
P08235	59617858	1
P12931	447077	1
P36888	71678045	1
P08581	71535262	1
Q9Y5Z0	57520407	1
P12931	5330417	1
P00797	10416894	1
Q05397	58522566	1
P00797	44143401	1
P08581	44308717	1
Q15119	59492473	1
Q9Y233	66636031	1
Q15858	124222012	1
P11597	42634257	1
Q9HBH9	117793149	1
P05556	44324396	1
O60563	68405541	1
P13866	89476558	1
Q06187	72714716	1
P12931	5330441	1
P08581	89443727	1
P31639	53380482	1
Q9Y5S8	717880	1
P78527	53467770	1
Q05397	58525380	1
P37231	71075686	1
Q9Y233	58547239	1
P24941	5288595	1
Q00987	71679113	1
Q92731	15543008	1
O00763	44442789	1
P07333	25065806	1
P00797	10078995	1
P49682	71586107	1
P36888	52933301	1
P41279	17759790	1
P45983	11539329	1
P56817	11157167	1
P31645	70676333	1
P23946	46853763	1
P31749	11226885	1
Q9Y233	72714757	1
Q99572	118797824	1
P08235	69675879	1
P00533	5327834	1
P08581	90655767	1
Q9Y233	90645032	1
O60563	50906395	1
P52333	91755104	1
Q06187	58044105	1
P23443	89442754	1
P21397	207753	1
P56817	71550221	1
Q9NWZ3	68357951	1
P27815	25115498	1
P28482	89536005	1
P68400	68336090	1
O00329	90233243	1
P56524	71230953	1
P28482	118045599	1
Q15910	118797720	1
P05556	44279069	1
P00797	15018069	1
P35968	69810808	1
Q06187	71231466	1
P42785	72837057	1
P24723	44263383	1
Q02750	117876577	1
Q9HBH9	117801532	1
P41145	44337344	1
P55055	16049407	1
P28482	92044866	1
P23443	89450720	1
P23975	24861250	1
P11802	66548888	1
Q9Y233	58548333	1
P10619	68295203	1
O15379	91669175	1
P56817	15949752	1
Q15858	90016242	1
P28482	71555691	1
P52333	69811962	1
Q13255	16118815	1
P48067	58246186	1
P12931	5328925	1
O00763	91825024	1
Q9Y233	58548318	1
P43403	90656277	1
P23443	66762438	1
P52333	50995700	1
Q9HBH9	91808102	1
Q9NWZ3	118210372	1
P56817	78321049	1
P08581	71699914	1
P04049	22040647	1
P11802	58299768	1
P22607	68169982	1
Q8NER1	71612171	1
P11511	11406239	1
P06239	21911293	1
Q02763	10204357	1
Q15059	86292779	1
P35916	59627005	1
P06239	11844488	1
O60563	68405601	1
Q02763	10166498	1
P11802	58299908	1
P49841	6539571	1
P27338	61832262	1
P49682	89726305	1
P68400	68335224	1
P42785	89492440	1
P09960	124221607	1
P04629	45274003	1
Q15858	124221850	1
Q96PD7	117966578	1
P35968	11560064	1
O00329	88961884	1
Q92769	118005922	1
P41145	44269967	1
P28482	66558094	1
P06239	44321260	1
P50579	11597629	1
P23443	46869381	1
P35968	5329406	1
O60563	118274176	1
Q9UGN5	85517492	1
P12931	59837688	1
O14757	54596975	1
Q02750	24968229	1
P11309	59226429	1
P12931	44381192	1
P43403	66888065	1
O60563	70793990	1
Q8NER1	71610547	1
P13866	89476936	1
O00329	57495283	1
Q7Z2W7	66548126	1
P49841	5327668	1
P08235	58064741	1
P07333	25218459	1
P31749	86703056	1
P08581	58190557	1
Q9NWZ3	118206196	1
P29475	24894154	1
Q15858	124221974	1
P28335	16456451	1
P04629	90683756	1
P25774	6918602	1
P28482	118381022	1
P46095	118159402	1
P28482	73505859	1
P34913	60196846	1
P28482	118045987	1
P68400	68335903	1
P11362	90348979	1
P05556	44277354	1
Q02750	11620964	1
P26010	44324807	1
P68400	53240758	1
P35968	91663797	1
P04629	67500228	1
P24941	5331033	1
O60885	91826317	1
P08581	71534971	1
P04049	89670175	1
O14757	11339762	1
P01042	71229238	1
P09619	10060170	1
Q9Y239	709072	1
P41180	11307362	1
P11511	11429729	1
Q00987	71679110	1
Q96GD4	66763496	1
O60885	86293541	1
P53634	71506867	1
Q05397	58522515	1
O60563	70794057	1
P56817	87096849	1
Q9Y233	46239025	1
Q04759	44473021	1
P41597	54768838	1
Q92731	90654895	1
Q9Y233	72669867	1
P00519	44381237	1
P00519	126961593	1
O14757	60155176	1
P00797	71454578	1
P37231	71074948	1
Q8NER1	44366106	1
O60563	50906173	1
P11309	67231289	1
P50579	23647759	1
P10415	112500298	1
P04629	70855878	1
Q06187	91825552	1
P37231	53470376	1
P68400	68336170	1
P56817	53375148	1
P28482	92044616	1
P49682	124037269	1
Q9HBH9	117793237	1
P50750	90412008	1
P00533	57335533	1
P04629	58386269	1
Q9Y233	58546940	1
P22607	50940358	1
P13866	89476927	1
Q00987	86766999	1
Q06187	89392808	1
P50750	90412305	1
P22607	68170012	1
P21554	651615	1
P28482	118045229	1
P53634	89471981	1
Q99572	71239535	1
P21397	46830247	1
P07333	25218654	1
P68400	89920155	1
P15428	46836533	1
P08514	10650216	1
O15530	23647623	1
Q9NWZ3	118207070	1
Q8NER1	71612166	1
Q14397	73332275	1
P11362	90349032	1
P31749	89450730	1
Q00987	89715231	1
Q9UKE5	72550634	1
P28482	118045607	1
P35968	59673986	1
P46095	118159182	1
Q96GD4	66763368	1
P23443	5083	1
P35968	118130059	1
Q92731	10469225	1
P28482	92044589	1
P07333	16059535	1
P68400	68335271	1
P35916	5329102	1
P12931	59837616	1
P28482	118045339	1
P56704	71227648	1
P11362	89622256	1
Q13535	51000408	1
P23443	89442446	1
P12931	5330418	1
P23443	87139206	1
P22303	91937729	1
Q8NER1	68313553	1
P34913	90656029	1
P35916	73294943	1
O96017	5329102	1
Q13946	57697906	1
Q15119	59492470	1
P52333	51354247	1
P08631	91799550	1
P25440	86292967	1
O00763	91824913	1
P10415	117094746	1
Q00987	89601771	1
P00797	44143398	1
P11802	58299756	1
P31749	117704692	1
P12931	5330440	1
P31749	58216596	1
P23443	46869846	1
Q06187	71576693	1
P28482	118380832	1
P00533	11490270	1
Q06187	56929332	1
Q9Y233	46239731	1
P49354	10507892	1
Q15119	59493073	1
P56817	124222799	1
O14757	23646012	1
P35968	5330128	1
P31645	12980713	1
O60563	70794047	1
P09960	124221604	1
P00519	5327897	1
O00408	90654179	1
P08514	10745412	1
P11362	90349031	1
P07900	86294728	1
P32239	10259009	1
P52333	71607865	1
Q04759	44252050	1
P56817	66558935	1
P10721	71280718	1
P00797	23626583	1
Q9Y233	58547297	1
P04629	25115963	1
P23443	66763261	1
P36897	54765514	1
P53634	90430254	1
Q07912	57960956	1
P03951	16098912	1
Q7Z2W7	91937541	1
O00763	91938001	1
P11309	59226407	1
Q00987	89601518	1
P35968	5329858	1
Q9Y233	53250194	1
Q16584	16105503	1
P53634	91937197	1
Q16539	118243865	1
Q15858	124222044	1
P35968	90644953	1
P25774	57336212	1
P31749	71657278	1
Q16853	3675	1
P37231	71075147	1
Q9Y233	86345809	1
Q9HBH9	117793309	1
O00408	68181936	1
O76074	44280546	1
P28482	118381041	1
P05556	44277355	1
P56817	90413253	1
Q9Y233	54675388	1
P50750	86293395	1
P49137	16719974	1
O15530	67476307	1
Q16539	23647324	1
P56817	90413286	1
O76074	44401772	1
Q13490	71471606	1
P35968	89653999	1
P28482	118380872	1
Q15858	124221931	1
Q96D31	52914063	1
P23443	66763334	1
P35968	11440661	1
P09917	13592042	1
P00797	44143400	1
O15530	68211305	1
Q9Y233	74539488	1
P52333	91928608	1
P34998	53357921	1
Q9Y233	44548932	1
Q07817	59447590	1
P08709	17809213	1
Q9Y233	58546971	1
P25101	9917706	1
P13866	89476895	1
Q92769	11700059	1
P11802	89629715	1
P13866	89476615	1
P28482	118365245	1
Q99720	15065449	1
P10275	22279311	1
P53634	90430365	1
P35968	5329164	1
P27338	70702070	1
Q86TI2	23646026	1
P21802	68005943	1
P00797	23626589	1
P22607	68168841	1
P49682	89726146	1
P28482	92044610	1
Q9Y233	57400861	1
P31645	49869084	1
Q15910	118797746	1
Q96PY6	91825418	1
P11802	90654467	1
Q13490	90232042	1
P24941	5331004	1
Q13085	91938002	1
P53634	90430648	1
P68400	68335651	1
O00763	91825296	1
P52333	46835839	1
P22607	44548878	1
P22303	16094856	1
P23443	89442843	1
P23443	68079076	1
P10415	51354902	1
P31751	11168089	1
Q99572	86716383	1
P28482	76070658	1
P00533	5328966	1
Q9HBH9	46182697	1
P26010	44284406	1
Q8NER1	66549648	1
Q13490	57345674	1
Q16539	73295494	1
O00763	91938003	1
Q06187	72191792	1
Q9Y233	58548188	1
P08235	69084095	1
P25101	10647021	1
O00763	86303213	1
P36888	71678209	1
O76074	10483999	1
P11309	91937632	1
P04049	24180719	1
P11309	90055877	1
P23443	117700245	1
P22607	89622472	1
P28223	44318842	1
P48048	71557674	1
P68400	72948864	1
P35968	69812421	1
Q96S37	117653225	1
P11309	59455667	1
P10415	112500334	1
Q96PY6	91825400	1
P05106	44266216	1
P04049	9950176	1
P05067	71529373	1
P43088	5311234	1
P27338	10378713	1
O15530	11165629	1
P53634	90430770	1
P12931	73294978	1
P12931	73296908	1
P24557	44374560	1
P50750	90412429	1
Q8NER1	89649368	1
Q9UKE5	118061654	1
Q92847	23648249	1
P52333	50996941	1
P35968	118970912	1
Q9Y233	59327006	1
Q9UBU7	90643538	1
P68400	68335295	1
P06493	6539010	1
P13866	89476807	1
P11802	5330876	1
P35968	118130107	1
P49841	385070	1
P22607	66555064	1
P56817	90415313	1
P32239	44329342	1
P01042	60142835	1
Q15858	124222127	1
P53634	90430406	1
P06239	90644804	1
P12931	11561522	1
P12931	44381237	1
P04629	58386254	1
Q96PY6	91825447	1
P28482	60198593	1
Q07343	76762299	1
P22607	68004789	1
P68400	68335867	1
Q9HBH9	117793172	1
O60563	66937076	1
P49841	88254820	1
P04049	24753786	1
O60563	16757525	1
P11362	90348992	1
Q99538	90656789	1
P00797	66551639	1
Q15910	77935566	1
P34998	44816314	1
P11309	58303743	1
P78527	56592857	1
Q16539	91799551	1
P21731	10050297	1
Q06187	9869943	1
Q9Y233	86766446	1
Q02750	117890259	1
P53634	90430640	1
P22607	44547308	1
Q9Y233	58548304	1
O60563	70794032	1
Q15910	77935413	1
P25101	44311516	1
P10721	71280658	1
P00797	44287042	1
P10415	112500269	1
P06493	5288709	1
Q04759	44473023	1
P31749	89442754	1
P22607	68170023	1
P45983	71208760	1
P56817	122362921	1
Q02750	117892659	1
O00763	118473217	1
Q07343	59190469	1
P55210	9852052	1
P13866	89476838	1
P31645	68993720	1
Q00987	58437879	1
Q9Y233	86302602	1
O15530	67476357	1
Q8NER1	89646496	1
P31639	71077144	1
Q9Y233	72714941	1
P35968	51000961	1
Q9Y233	90131438	1
P56817	50913074	1
P41597	71768931	1
P00797	11387864	1
P06239	21911345	1
P21731	10365109	1
O60563	70794021	1
P28482	76072052	1
Q9Y233	54761550	1
P11802	58299889	1
P23443	68078901	1
P22607	89641675	1
P00797	44321766	1
Q96PD7	89857104	1
Q00987	71585982	1
P12931	71547929	1
Q9Y233	59326777	1
P41594	86711408	1
P28482	118381310	1
Q15858	124221920	1
P68400	68335954	1
P31749	68754178	1
O95271	121494202	1
P24557	44353169	1
Q8NER1	66551283	1
Q13946	57698151	1
Q96GD4	71678045	1
P30419	46179116	1
P56817	87096635	1
P34998	58223408	1
P18858	16735384	1
P56817	53374952	1
Q00987	58438003	1
P06493	5330804	1
Q99572	71239209	1
Q96GD4	10239891	1
P28482	118365114	1
P49841	11370904	1
P28482	92044669	1
Q9NWZ3	118207060	1
Q02750	44417768	1
P35968	59674027	1
Q9Y233	58546880	1
Q16539	16725338	1
P12931	59837614	1
P00797	44312533	1
Q9Y233	74539000	1
Q16620	118009812	1
P37231	71074872	1
P22303	11606144	1
Q9HBH9	117793203	1
Q14680	68092236	1
P41146	10763594	1
Q9Y233	58547487	1
O00408	60163379	1
Q9UHF0	71699790	1
P48067	57487082	1
P51449	86690644	1
P11362	71612009	1
P56817	56948542	1
